tenth_pct,twelfth_pct,graduation_pct,skill_count,skills,interest,city,career,salary
69.38,64.7,47.0,2,"js,sql",govt,Hyderabad,Software Development,5.98
73.24,71.89,47.03,0,,mobile,Jaipur,Software Development,7.13
99.0,80.85,65.55,6,"python,linux,aws,css,c++,dl",mobile,Jaipur,AI / Data Science,9.32
82.87,81.33,70.23,1,ml,govt,Hyderabad,AI / Data Science,10.02
86.16,88.62,64.58,3,"java,git,ml",mobile,Kolkata,AI / Data Science,11.32
72.36,59.36,57.63,1,linux,govt,Kolkata,Software Development,5.83
60.37,69.72,52.24,2,"html,sql",security,Delhi,Data Analyst,5.57
72.44,61.31,58.99,1,sql,web,Lucknow,Data Analyst,6.46
82.12,81.19,76.28,2,"js,dl",web,Hyderabad,AI / Data Science,8.35
73.93,72.74,71.63,1,css,govt,Kolkata,Software Development,6.82
59.84,62.33,40.13,1,java,mobile,Jaipur,IT Support / Operations,3.72
66.41,64.29,47.84,2,"css,c++",security,Bhopal,Software Development,6.78
91.95,87.31,63.49,4,"aws,dl,ml,sql",govt,Pune,AI / Data Science,10.93
86.49,94.32,78.38,4,"css,sql,js,java",mobile,Bhopal,Data Analyst,9.53
77.86,74.17,60.22,3,"html,c++,dl",web,Noida,Software Development,9.16
58.02,55.68,48.06,2,"java,ml",security,Hyderabad,IT Support / Operations,3.61
55.94,75.13,77.26,3,"java,sql,python",web,Patna,Data Analyst,5.46
69.4,63.89,60.04,0,,mobile,Kolkata,Software Development,6.78
70.35,72.08,57.42,2,"dl,c++",cloud,Kolkata,Software Development,7.56
67.36,74.18,58.52,2,"java,python",ai,Jaipur,Software Development,7.5
63.4,76.43,46.08,1,java,data,Lucknow,Software Development,6.42
70.84,68.45,65.22,2,"js,linux",security,Jaipur,Cyber Security,8.74
88.52,83.05,76.17,3,"c++,linux,js",ai,Bhopal,AI / Data Science,8.53
94.5,91.98,82.68,4,"git,java,excel,css",govt,Pune,Data Analyst,9.75
67.93,68.48,41.58,4,"css,c++,python,dl",security,Pune,Software Development,5.91
67.35,73.53,62.16,5,"c++,js,java,css,git",data,Delhi,Software Development,7.79
74.93,75.49,77.86,1,dl,mobile,Kolkata,AI / Data Science,9.01
75.02,80.03,64.63,4,"linux,dl,c++,aws",cloud,Jaipur,AI / Data Science,9.02
72.34,78.09,61.39,1,c++,data,Pune,Software Development,8.69
75.86,61.09,50.92,2,"js,excel",govt,Kolkata,Software Development,5.51
74.76,66.31,67.9,2,"js,c++",mobile,Pune,Software Development,8.22
73.22,83.17,63.75,4,"linux,excel,html,css",mobile,Pune,Cyber Security,8.73
63.87,78.85,67.78,3,"git,ml,css",mobile,Hyderabad,Software Development,7.2
68.25,71.15,53.0,3,"sql,css,aws",security,Noida,Data Analyst,4.38
86.42,90.57,75.91,3,"excel,java,js",data,Kolkata,Software Development,9.58
85.02,82.05,71.61,2,"java,css",web,Jaipur,Software Development,7.8
76.82,73.52,48.35,2,"c++,excel",cloud,Bangalore,Software Development,5.74
70.88,79.74,58.17,5,"aws,excel,c++,java,linux",security,Bhopal,Data Analyst,6.64
73.2,72.28,63.03,2,"dl,aws",data,Delhi,Data Analyst,4.88
56.5,56.34,46.83,2,"linux,excel",mobile,Kolkata,IT Support / Operations,3.24
89.55,93.22,70.35,0,,data,Lucknow,Data Analyst,7.13
77.84,84.76,62.57,3,"ml,sql,python",mobile,Bangalore,AI / Data Science,8.98
82.09,96.05,79.72,4,"ml,python,html,js",data,Bhopal,AI / Data Science,10.89
81.86,78.03,70.11,1,excel,govt,Pune,Data Analyst,5.7
68.05,57.13,48.13,0,,govt,Hyderabad,IT Support / Operations,2.43
55.86,62.14,51.8,6,"git,html,linux,c++,sql,dl",govt,Lucknow,IT Support / Operations,4.15
89.66,96.59,69.03,3,"git,js,python",ai,Lucknow,AI / Data Science,11.56
73.3,65.16,50.24,1,python,web,Lucknow,Software Development,6.15
51.31,49.89,45.4,0,,ai,Noida,IT Support / Operations,2.0
64.34,67.26,61.28,4,"css,python,html,ml",data,Pune,Software Development,8.95
46.1,44.76,35.0,0,,cloud,Hyderabad,IT Support / Operations,2.0
90.29,87.06,75.98,2,"git,js",mobile,Noida,Software Development,9.94
63.47,56.12,63.45,3,"linux,dl,java",data,Hyderabad,Cyber Security,6.7
81.44,80.26,71.12,6,"sql,dl,linux,c++,js,aws",govt,Bhopal,AI / Data Science,9.74
49.15,51.65,59.54,0,,data,Hyderabad,IT Support / Operations,2.27
74.26,84.09,64.04,2,"git,css",ai,Patna,AI / Data Science,8.96
84.31,88.12,67.16,3,"css,js,java",govt,Patna,Software Development,9.53
80.79,88.0,65.32,3,"python,dl,c++",ai,Bangalore,AI / Data Science,10.74
90.85,74.26,67.61,5,"js,aws,excel,dl,html",web,Jaipur,AI / Data Science,10.17
62.76,59.24,37.48,0,,ai,Kolkata,IT Support / Operations,2.75
68.67,68.18,44.51,2,"aws,python",cloud,Lucknow,Software Development,5.37
57.48,53.03,44.31,2,"dl,sql",data,Lucknow,IT Support / Operations,4.39
76.51,73.35,70.21,1,excel,web,Pune,Software Development,8.07
85.74,85.64,60.11,0,,mobile,Kolkata,Software Development,6.91
85.32,84.92,62.95,4,"git,ml,css,linux",cloud,Lucknow,AI / Data Science,10.79
80.22,68.62,68.05,6,"dl,css,aws,ml,java,linux",cloud,Pune,AI / Data Science,10.88
79.48,78.49,63.6,4,"linux,git,aws,excel",ai,Patna,AI / Data Science,9.99
90.75,99.0,82.8,2,"css,js",security,Delhi,Cyber Security,9.44
64.46,66.94,45.8,1,linux,govt,Bhopal,Software Development,4.64
68.55,57.4,62.02,3,"dl,html,c++",web,Patna,Software Development,4.72
72.86,81.09,61.19,1,sql,ai,Lucknow,Data Analyst,7.08
79.29,70.66,61.08,3,"java,c++,git",ai,Kolkata,Software Development,6.86
66.3,83.45,65.18,4,"dl,python,linux,html",cloud,Lucknow,Cloud / DevOps,9.63
99.0,91.9,72.23,0,,mobile,Patna,Software Development,8.42
87.79,83.41,64.52,0,,cloud,Bhopal,Software Development,7.23
93.55,89.82,81.22,1,python,ai,Delhi,AI / Data Science,13.47
97.6,84.78,67.56,1,dl,mobile,Jaipur,AI / Data Science,10.69
60.05,52.7,60.04,2,"css,excel",data,Kolkata,IT Support / Operations,2.39
75.96,63.96,56.2,4,"linux,excel,c++,aws",govt,Bangalore,Cyber Security,6.9
77.64,76.23,67.43,1,css,mobile,Kolkata,Software Development,5.79
69.63,55.11,57.95,5,"git,linux,aws,ml,html",govt,Kolkata,Software Development,6.67
83.22,80.78,61.44,2,"python,git",web,Jaipur,Software Development,7.54
51.59,35.59,40.78,3,"git,java,ml",cloud,Delhi,IT Support / Operations,2.04
73.56,70.94,61.97,1,css,govt,Delhi,Software Development,7.86
84.83,79.39,67.58,4,"python,ml,c++,html",web,Delhi,AI / Data Science,10.13
86.24,85.03,70.14,1,c++,data,Pune,Software Development,9.17
88.35,71.78,67.46,2,"aws,linux",cloud,Patna,Cloud / DevOps,9.78
80.88,86.74,53.52,3,"excel,ml,css",govt,Lucknow,AI / Data Science,9.19
91.42,87.21,68.33,1,aws,govt,Delhi,Software Development,9.3
78.41,68.88,68.96,3,"excel,java,html",ai,Noida,AI / Data Science,9.55
89.76,95.9,81.06,1,python,govt,Pune,Software Development,8.37
99.0,99.0,67.51,1,c++,cloud,Lucknow,Software Development,7.2
77.75,80.09,67.24,2,"css,html",security,Pune,Cyber Security,8.43
80.02,61.24,73.36,2,"sql,html",govt,Patna,Data Analyst,6.77
68.08,82.51,63.27,0,,govt,Noida,Software Development,5.71
99.0,99.0,77.28,5,"sql,css,c++,ml,aws",cloud,Jaipur,AI / Data Science,11.32
70.06,76.09,56.24,1,excel,security,Patna,Data Analyst,5.03
80.12,77.55,71.25,0,,ai,Lucknow,AI / Data Science,8.78
85.66,85.16,58.18,3,"aws,ml,c++",web,Kolkata,AI / Data Science,10.76
74.04,73.82,57.73,0,,data,Jaipur,Software Development,6.53
68.37,70.74,48.49,4,"ml,git,dl,css",web,Patna,Software Development,8.84
77.91,79.53,62.74,6,"linux,java,git,ml,c++,dl",mobile,Kolkata,AI / Data Science,9.52
66.29,83.09,60.86,4,"dl,css,ml,python",mobile,Kolkata,Software Development,7.74
70.11,72.84,59.66,6,"linux,html,c++,sql,js,dl",web,Jaipur,Software Development,9.49
79.95,86.84,74.31,2,"excel,aws",data,Noida,Data Analyst,9.55
87.44,82.96,46.97,5,"ml,linux,java,python,excel",ai,Pune,AI / Data Science,9.61
91.54,84.53,65.18,5,"python,dl,css,js,c++",data,Kolkata,AI / Data Science,10.66
73.15,66.77,36.06,0,,ai,Jaipur,Software Development,5.01
84.4,82.87,56.36,4,"sql,ml,c++,aws",security,Bangalore,AI / Data Science,8.84
75.47,86.86,62.53,1,sql,mobile,Patna,Software Development,9.08
50.34,51.51,54.68,0,,mobile,Kolkata,IT Support / Operations,2.9
97.39,99.0,99.0,1,excel,ai,Bangalore,AI / Data Science,12.86
71.42,57.71,47.98,1,python,ai,Pune,Software Development,5.8
80.55,77.88,75.8,7,"c++,sql,git,java,ml,js,aws",cloud,Bhopal,AI / Data Science,9.67
77.68,59.53,56.35,1,css,cloud,Kolkata,Software Development,6.63
55.14,57.2,44.63,1,java,data,Noida,IT Support / Operations,2.0
70.6,64.32,62.03,0,,mobile,Bangalore,Software Development,6.54
97.18,90.34,98.16,0,,data,Pune,Data Analyst,9.11
86.34,99.0,57.48,2,"js,linux",security,Bangalore,Cyber Security,10.2
91.75,99.0,89.02,4,"c++,html,dl,css",mobile,Pune,AI / Data Science,12.3
85.99,91.37,86.24,0,,data,Delhi,Software Development,7.64
99.0,91.05,69.14,2,"css,linux",mobile,Delhi,Software Development,8.19
86.37,84.15,59.38,3,"linux,ml,excel",web,Delhi,AI / Data Science,10.1
93.25,85.41,59.59,3,"ml,excel,c++",mobile,Noida,AI / Data Science,8.69
72.21,71.07,46.64,3,"ml,sql,c++",mobile,Patna,Software Development,6.42
87.55,91.13,73.65,1,css,cloud,Delhi,Software Development,8.82
80.54,73.39,68.07,1,aws,ai,Pune,AI / Data Science,8.24
70.29,75.76,52.09,4,"linux,dl,css,java",mobile,Bangalore,Software Development,8.02
86.39,95.87,66.27,3,"css,js,c++",security,Patna,Cyber Security,9.6
92.88,92.89,82.79,5,"css,git,linux,java,sql",web,Patna,Cyber Security,11.5
71.67,73.72,61.83,6,"git,excel,js,css,sql,c++",cloud,Jaipur,Software Development,7.11
89.71,89.71,78.28,0,,ai,Patna,AI / Data Science,8.8
71.38,74.49,70.4,4,"ml,dl,js,c++",ai,Kolkata,AI / Data Science,9.37
89.26,79.48,71.52,1,c++,ai,Hyderabad,AI / Data Science,9.1
77.6,73.82,64.16,4,"excel,js,html,ml",web,Jaipur,Software Development,6.91
78.41,73.79,70.83,3,"java,linux,ml",web,Bhopal,AI / Data Science,10.78
81.48,77.32,69.72,4,"java,c++,css,sql",ai,Noida,AI / Data Science,9.37
94.53,99.0,74.83,5,"css,java,dl,html,python",ai,Jaipur,AI / Data Science,13.25
99.0,98.96,93.01,3,"sql,excel,html",ai,Noida,AI / Data Science,11.66
88.85,80.79,83.85,5,"git,dl,sql,ml,html",data,Hyderabad,AI / Data Science,10.57
79.38,82.9,60.38,3,"excel,linux,js",mobile,Delhi,Software Development,7.0
64.28,64.98,57.11,1,python,web,Patna,Software Development,5.41
77.13,75.89,55.08,8,"aws,excel,python,ml,java,html,js,c++",mobile,Delhi,Software Development,9.43
84.2,87.7,59.46,5,"c++,linux,ml,aws,excel",cloud,Kolkata,AI / Data Science,9.82
77.45,77.32,69.63,4,"js,aws,dl,ml",data,Hyderabad,AI / Data Science,9.56
83.16,89.93,65.83,1,python,security,Noida,Cyber Security,10.41
62.07,39.52,35.08,4,"dl,c++,css,java",security,Patna,IT Support / Operations,2.0
60.27,46.85,49.06,1,dl,govt,Noida,IT Support / Operations,2.0
76.78,87.31,66.27,5,"css,git,python,html,java",web,Jaipur,Software Development,9.15
71.87,68.86,47.45,4,"dl,css,ml,html",security,Delhi,Software Development,8.88
84.99,97.63,64.22,7,"dl,c++,excel,ml,python,linux,html",security,Bangalore,AI / Data Science,9.56
76.17,91.09,56.67,0,,ai,Jaipur,AI / Data Science,8.57
48.15,46.37,50.84,1,css,data,Hyderabad,IT Support / Operations,2.0
85.91,82.34,71.86,4,"sql,ml,dl,java",cloud,Hyderabad,AI / Data Science,12.36
88.06,84.42,67.39,0,,web,Jaipur,Software Development,9.2
59.43,63.91,60.28,6,"dl,python,c++,ml,sql,js",ai,Patna,Data Analyst,6.61
92.68,90.04,86.65,3,"python,js,sql",ai,Lucknow,AI / Data Science,9.37
67.55,62.11,62.43,2,"html,java",mobile,Lucknow,Software Development,6.3
92.55,82.63,76.17,6,"dl,linux,python,js,c++,java",data,Noida,AI / Data Science,12.07
92.35,89.6,74.79,0,,web,Jaipur,Software Development,7.64
76.64,75.49,61.92,3,"js,dl,excel",data,Bangalore,Data Analyst,6.69
85.58,84.39,74.88,2,"css,ml",govt,Kolkata,AI / Data Science,11.48
99.0,97.03,60.2,1,css,cloud,Bangalore,Software Development,8.37
82.29,82.81,75.04,3,"html,linux,sql",ai,Kolkata,AI / Data Science,10.66
63.62,57.54,55.41,0,,data,Patna,Data Analyst,4.15
74.34,70.32,82.11,5,"js,sql,dl,python,ml",security,Kolkata,AI / Data Science,9.9
89.98,86.36,70.96,7,"python,aws,js,git,excel,c++,html",security,Kolkata,Data Analyst,9.38
86.82,99.0,63.8,0,,data,Lucknow,Data Analyst,8.02
63.6,60.77,51.2,1,dl,govt,Delhi,Software Development,4.41
69.52,72.43,54.28,0,,govt,Delhi,Software Development,5.3
72.2,76.45,56.72,2,"linux,git",cloud,Noida,Cloud / DevOps,7.7
65.98,62.16,57.83,3,"excel,java,sql",cloud,Pune,Data Analyst,6.67
62.76,59.99,66.58,1,python,data,Bangalore,Data Analyst,6.52
73.01,77.83,63.19,3,"aws,dl,git",data,Hyderabad,Software Development,6.5
77.81,80.32,71.85,4,"c++,aws,python,html",cloud,Kolkata,Cloud / DevOps,8.47
86.34,88.74,54.8,0,,govt,Lucknow,Software Development,9.42
43.36,39.39,36.21,4,"c++,dl,html,python",security,Kolkata,IT Support / Operations,2.03
75.84,81.06,60.67,0,,govt,Hyderabad,Software Development,5.97
75.64,59.69,67.77,1,css,data,Pune,Software Development,6.14
61.42,63.19,44.41,0,,govt,Patna,IT Support / Operations,3.08
93.2,76.93,59.61,4,"css,c++,aws,python",data,Delhi,Data Analyst,9.04
83.37,83.3,76.09,0,,govt,Bhopal,Software Development,9.14
76.11,76.1,68.08,3,"dl,python,java",data,Noida,AI / Data Science,10.07
73.99,79.69,67.89,2,"sql,linux",mobile,Hyderabad,Data Analyst,6.35
58.85,59.13,50.36,0,,mobile,Bhopal,IT Support / Operations,2.0
94.32,99.0,71.25,4,"html,c++,sql,dl",mobile,Noida,AI / Data Science,10.94
57.25,58.1,49.62,1,aws,cloud,Pune,IT Support / Operations,2.9
78.37,71.19,57.12,1,excel,cloud,Delhi,Data Analyst,5.09
56.68,47.78,38.83,3,"css,ml,aws",cloud,Lucknow,IT Support / Operations,2.46
68.42,57.9,53.89,0,,cloud,Bhopal,Software Development,4.07
57.61,48.51,49.15,1,excel,govt,Bangalore,IT Support / Operations,2.0
83.25,86.32,68.42,4,"sql,dl,ml,css",cloud,Patna,AI / Data Science,10.28
90.43,97.03,76.27,3,"html,linux,python",security,Pune,Cyber Security,11.02
71.93,70.49,67.0,1,ml,security,Noida,Cyber Security,8.07
95.97,86.03,60.09,3,"aws,sql,html",data,Patna,Data Analyst,7.63
75.0,72.06,61.56,0,,govt,Noida,Software Development,7.18
84.64,99.0,67.01,5,"css,java,js,linux,ml",cloud,Noida,AI / Data Science,11.45
77.99,82.57,65.01,1,aws,security,Bhopal,Software Development,7.48
78.36,99.0,78.5,9,"sql,git,ml,css,linux,dl,excel,c++,js",govt,Lucknow,AI / Data Science,12.28
57.34,63.73,51.73,2,"css,dl",web,Noida,IT Support / Operations,2.09
49.99,59.99,36.72,3,"python,java,dl",cloud,Noida,IT Support / Operations,3.6
99.0,99.0,79.21,6,"excel,linux,dl,java,aws,js",data,Bhopal,AI / Data Science,11.04
67.21,71.62,52.73,2,"python,excel",govt,Lucknow,Software Development,4.84
79.06,76.24,63.4,6,"excel,ml,js,linux,aws,c++",data,Hyderabad,AI / Data Science,8.97
70.31,67.12,58.05,3,"aws,java,ml",mobile,Pune,Software Development,8.91
77.6,87.28,68.04,2,"java,python",cloud,Noida,Software Development,7.78
77.61,76.69,62.88,2,"java,aws",cloud,Noida,Cloud / DevOps,7.7
52.49,51.72,47.83,0,,govt,Delhi,IT Support / Operations,2.0
74.99,68.75,69.02,0,,cloud,Hyderabad,Software Development,6.57
81.37,90.58,71.62,2,"java,aws",data,Patna,Data Analyst,7.35
75.21,77.19,63.39,2,"excel,sql",govt,Patna,Software Development,7.61
85.62,81.67,73.19,4,"css,python,git,dl",mobile,Kolkata,AI / Data Science,9.29
60.15,63.44,42.23,1,java,mobile,Bhopal,IT Support / Operations,2.62
74.65,74.62,58.92,1,excel,security,Bhopal,Cyber Security,7.15
64.49,62.51,56.3,2,"excel,c++",govt,Hyderabad,Software Development,6.46
68.4,66.06,69.99,2,"aws,js",data,Patna,Software Development,6.78
83.23,86.05,72.9,0,,cloud,Lucknow,Software Development,8.54
91.69,86.59,76.51,1,css,security,Jaipur,Cyber Security,7.69
85.99,84.94,63.52,0,,security,Lucknow,Software Development,8.29
99.0,94.08,82.47,7,"java,js,dl,css,sql,c++,excel",mobile,Delhi,AI / Data Science,14.57
66.21,55.97,44.55,2,"git,c++",govt,Hyderabad,IT Support / Operations,5.69
62.9,69.94,56.14,4,"python,ml,linux,aws",web,Kolkata,Software Development,6.69
92.97,88.43,76.03,4,"git,dl,js,java",cloud,Bangalore,AI / Data Science,11.79
69.87,67.18,50.47,0,,mobile,Patna,Software Development,5.37
85.96,78.13,67.72,5,"c++,excel,java,git,ml",mobile,Kolkata,AI / Data Science,10.79
87.02,98.27,77.62,4,"js,git,linux,c++",mobile,Hyderabad,Software Development,11.19
82.32,91.81,63.23,2,"linux,aws",security,Delhi,Software Development,7.57
53.56,63.97,56.92,6,"excel,c++,ml,dl,linux,git",ai,Delhi,Software Development,7.89
92.07,96.31,63.81,2,"python,js",ai,Pune,AI / Data Science,11.83
91.28,73.08,65.89,9,"java,css,js,sql,dl,git,ml,linux,html",web,Noida,AI / Data Science,10.14
70.02,55.64,53.76,0,,security,Pune,Software Development,5.96
86.39,81.36,67.77,3,"js,html,c++",cloud,Delhi,Software Development,8.91
82.81,84.77,65.32,3,"aws,linux,sql",security,Hyderabad,Software Development,8.58
76.23,70.98,68.52,3,"git,sql,aws",security,Hyderabad,Data Analyst,5.9
86.66,89.67,63.38,1,ml,cloud,Pune,AI / Data Science,9.28
93.14,94.19,88.12,2,"sql,html",security,Noida,Cyber Security,10.86
70.1,72.74,71.35,3,"java,git,python",data,Bhopal,Data Analyst,6.85
93.71,94.14,79.15,5,"java,css,dl,python,linux",mobile,Hyderabad,AI / Data Science,11.46
72.43,82.12,63.95,6,"linux,aws,dl,git,ml,html",data,Bhopal,AI / Data Science,10.08
95.4,85.24,66.21,4,"js,c++,excel,linux",govt,Bhopal,Cyber Security,10.45
75.19,66.19,60.23,5,"excel,ml,python,js,git",security,Kolkata,Cyber Security,7.29
89.3,91.37,65.52,0,,security,Hyderabad,Software Development,8.36
99.0,96.64,88.13,3,"python,dl,git",data,Noida,AI / Data Science,11.02
89.81,87.91,77.58,0,,cloud,Pune,Software Development,8.01
81.24,70.01,69.97,3,"css,html,sql",govt,Delhi,Software Development,9.46
78.48,67.09,64.64,1,c++,mobile,Lucknow,Software Development,5.18
96.03,99.0,74.39,6,"ml,c++,linux,git,html,python",data,Hyderabad,AI / Data Science,11.82
76.26,66.93,72.12,2,"ml,java",security,Bhopal,Software Development,6.72
61.17,64.12,60.56,5,"js,git,java,ml,css",data,Pune,Software Development,5.87
71.51,54.2,59.64,3,"ml,c++,excel",security,Bhopal,Cyber Security,9.23
78.65,87.04,59.85,3,"dl,ml,aws",web,Hyderabad,AI / Data Science,9.21
87.04,87.84,65.87,0,,mobile,Delhi,Software Development,6.75
83.62,97.89,71.55,0,,ai,Patna,AI / Data Science,10.59
72.63,68.12,72.34,5,"python,excel,html,sql,css",mobile,Pune,Data Analyst,7.04
71.79,82.91,74.67,7,"css,dl,sql,aws,java,git,linux",web,Kolkata,AI / Data Science,10.77
77.55,87.36,73.8,2,"dl,c++",cloud,Hyderabad,AI / Data Science,9.59
64.33,64.48,48.95,5,"dl,c++,js,java,html",web,Pune,Software Development,6.4
63.44,57.54,50.28,2,"dl,linux",web,Jaipur,IT Support / Operations,4.04
90.69,93.66,72.66,4,"sql,linux,python,aws",cloud,Noida,Cloud / DevOps,11.39
94.28,96.53,64.9,2,"git,python",cloud,Noida,Software Development,9.21
87.0,91.61,77.31,5,"dl,c++,excel,ml,python",cloud,Pune,AI / Data Science,10.24
68.37,64.34,50.02,1,dl,ai,Kolkata,Software Development,5.52
88.82,81.3,71.51,3,"git,c++,sql",cloud,Bangalore,Software Development,8.09
53.18,53.89,43.94,2,"aws,js",govt,Noida,IT Support / Operations,3.42
74.0,86.16,48.97,3,"css,sql,excel",govt,Delhi,Software Development,6.58
64.19,64.19,59.92,0,,govt,Kolkata,Software Development,6.83
88.83,84.83,75.12,3,"js,c++,dl",govt,Bhopal,AI / Data Science,10.31
62.26,43.81,57.34,3,"python,git,linux",govt,Noida,IT Support / Operations,3.42
62.0,60.02,55.37,5,"git,css,aws,html,excel",security,Jaipur,Software Development,7.31
79.98,80.08,79.12,1,java,cloud,Bhopal,Software Development,7.71
78.02,78.96,51.57,7,"excel,linux,ml,sql,js,css,git",ai,Bangalore,Data Analyst,7.91
84.95,72.91,63.73,3,"dl,css,git",mobile,Kolkata,AI / Data Science,9.34
91.51,93.05,82.44,0,,mobile,Patna,Software Development,7.73
87.79,92.61,81.46,2,"c++,excel",govt,Kolkata,Data Analyst,9.35
80.62,74.04,63.84,0,,ai,Pune,AI / Data Science,9.23
61.91,59.36,53.6,0,,ai,Bhopal,Software Development,3.32
89.57,95.34,77.27,2,"java,css",data,Patna,Data Analyst,8.79
77.29,75.53,65.02,0,,govt,Bhopal,Software Development,6.01
99.0,85.55,70.59,4,"aws,linux,css,html",mobile,Lucknow,Cyber Security,10.99
70.19,67.58,74.24,3,"aws,java,css",web,Lucknow,Software Development,8.28
79.44,62.23,63.14,2,"git,css",govt,Kolkata,Software Development,8.38
72.11,96.0,82.51,5,"c++,css,dl,java,linux",web,Pune,AI / Data Science,12.65
60.51,62.21,44.92,0,,govt,Delhi,IT Support / Operations,4.42
76.42,81.02,60.59,0,,govt,Bangalore,Software Development,6.76
99.0,99.0,76.52,6,"css,dl,python,aws,java,sql",mobile,Hyderabad,AI / Data Science,10.24
78.43,64.32,60.51,3,"sql,linux,ml",govt,Kolkata,Software Development,6.88
67.62,68.05,56.04,2,"linux,js",mobile,Pune,Software Development,8.34
72.9,87.49,70.13,2,"excel,python",mobile,Bangalore,Software Development,6.45
84.12,94.55,65.3,2,"linux,dl",govt,Bangalore,AI / Data Science,11.51
94.07,79.98,63.36,4,"css,excel,java,dl",mobile,Patna,AI / Data Science,11.39
95.3,99.0,65.41,0,,security,Bhopal,Software Development,9.38
61.58,59.2,51.11,0,,data,Bangalore,IT Support / Operations,2.78
95.98,93.47,84.55,3,"sql,dl,js",security,Bangalore,AI / Data Science,11.94
83.56,87.06,74.07,0,,ai,Hyderabad,AI / Data Science,10.67
75.27,90.46,71.38,0,,mobile,Patna,Software Development,6.5
82.11,74.47,62.72,3,"dl,python,aws",data,Noida,AI / Data Science,8.41
72.28,77.19,57.3,3,"excel,java,python",web,Jaipur,Data Analyst,6.38
83.87,81.14,70.42,5,"excel,css,java,aws,html",security,Noida,Software Development,8.27
91.66,87.43,78.9,1,html,cloud,Patna,Software Development,9.1
85.93,84.75,69.99,3,"dl,sql,java",data,Noida,AI / Data Science,10.02
72.05,75.48,71.26,5,"css,java,ml,js,aws",mobile,Jaipur,AI / Data Science,10.72
67.33,66.06,48.57,3,"ml,js,dl",mobile,Bhopal,Software Development,5.49
61.21,62.9,50.09,0,,mobile,Hyderabad,Software Development,4.58
70.36,76.58,72.58,2,"git,java",web,Bhopal,Software Development,7.33
76.91,71.12,49.15,4,"html,dl,java,git",security,Bhopal,Software Development,7.02
90.12,78.09,78.51,5,"html,excel,aws,sql,git",ai,Bangalore,AI / Data Science,12.52
96.34,99.0,76.35,0,,web,Hyderabad,Software Development,9.46
74.24,72.16,78.02,5,"excel,html,dl,css,linux",ai,Lucknow,AI / Data Science,11.23
73.24,68.86,60.39,3,"java,linux,css",mobile,Bangalore,Software Development,6.94
75.35,64.69,45.8,4,"excel,git,python,java",ai,Lucknow,Software Development,6.03
95.59,86.66,72.1,0,,mobile,Noida,Software Development,9.66
75.91,86.62,61.25,0,,ai,Jaipur,AI / Data Science,8.66
70.49,79.04,65.42,1,sql,security,Jaipur,Data Analyst,6.8
60.28,68.74,50.9,1,html,ai,Patna,Software Development,6.77
70.43,58.27,37.38,5,"java,sql,c++,git,css",ai,Hyderabad,IT Support / Operations,3.8
81.67,96.42,78.6,4,"ml,js,python,git",cloud,Hyderabad,AI / Data Science,10.76
90.78,98.54,71.07,3,"html,git,ml",cloud,Jaipur,AI / Data Science,11.46
60.22,60.0,58.59,0,,web,Bangalore,Software Development,5.49
86.46,86.51,71.59,0,,govt,Bangalore,Software Development,8.99
72.64,63.32,55.52,6,"sql,linux,git,dl,ml,excel",web,Patna,Data Analyst,5.43
71.54,68.43,60.25,0,,cloud,Bangalore,Software Development,6.62
62.14,58.37,50.35,2,"java,dl",mobile,Pune,IT Support / Operations,4.21
64.12,67.84,62.87,3,"js,java,html",ai,Noida,Software Development,7.17
82.12,81.88,54.47,0,,web,Kolkata,Software Development,9.16
62.1,68.64,47.62,1,python,ai,Patna,Software Development,5.07
72.79,86.08,62.4,0,,govt,Patna,Software Development,6.97
70.89,66.92,65.83,2,"excel,java",govt,Patna,Data Analyst,6.21
64.78,70.64,65.46,3,"java,git,html",data,Jaipur,Software Development,5.88
71.21,70.6,71.93,2,"git,sql",ai,Pune,Data Analyst,5.76
99.0,88.4,91.46,6,"dl,sql,c++,css,js,aws",cloud,Delhi,AI / Data Science,12.99
92.51,78.27,78.29,8,"js,git,sql,python,c++,excel,ml,aws",mobile,Lucknow,AI / Data Science,11.31
88.23,88.27,80.05,5,"java,ml,aws,js,python",security,Delhi,AI / Data Science,10.82
65.81,51.85,42.74,1,aws,web,Bangalore,IT Support / Operations,2.68
93.2,98.88,82.33,7,"css,python,js,aws,linux,git,dl",web,Hyderabad,AI / Data Science,10.38
79.18,90.44,71.23,3,"linux,git,aws",govt,Bangalore,Cyber Security,8.62
92.09,99.0,86.15,4,"aws,excel,dl,js",ai,Bhopal,AI / Data Science,11.02
78.16,79.46,78.24,2,"git,linux",govt,Bangalore,Cyber Security,8.55
98.97,82.91,62.95,2,"excel,js",cloud,Lucknow,Software Development,9.87
59.05,55.79,47.7,2,"linux,sql",cloud,Pune,IT Support / Operations,2.0
74.06,71.21,71.51,2,"python,linux",mobile,Bangalore,Cyber Security,7.69
92.29,99.0,78.64,3,"java,aws,python",cloud,Patna,Cloud / DevOps,11.81
64.65,55.31,62.18,0,,cloud,Kolkata,Software Development,6.77
74.05,65.5,71.94,4,"ml,html,java,dl",ai,Bhopal,Software Development,8.04
91.85,83.58,78.09,2,"git,css",govt,Pune,Software Development,9.14
72.49,75.32,52.17,3,"excel,aws,sql",mobile,Kolkata,Software Development,7.71
82.36,88.57,71.4,0,,mobile,Jaipur,Software Development,7.96
